"동별(1)",동별(2),동별(3),2013,2013,2013,2014,2014,2014,2015,2015,2015,2016,2016,2016,2017,2017,2017,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021,2022,2022,2022,2023,2023,2023
"동별(1)",동별(2),동별(3),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢)
"합계",광진구,구의2동,27787,1.39,19991,26479,1.39,19050,25879,1.39,18618,25889,1.39,18625,25936,1.39,18659,27974,1.39,20125,27902,1.39,20073,27444,1.39,19744,27008,1.39,19430.21583,26573,1.39,19117,26230,1.39,18871
"합계",광진구,구의3동,29808,1.02,29224,29997,1.02,29409,30067,1.02,29477,29789,1.02,29205,30483,1.02,29885,30476,1.02,29878,30094,1.02,29504,29588,1.02,29008,28891,1.02,28324.5098,28440,1.02,27882,28072,1.02,27522
"합계",광진구,광장동,37493,2.39,15687,37159,2.39,15548,36917,2.39,15446,36613,2.39,15319,36589,2.39,15309,36309,2.39,15192,36083,2.39,15097,35619,2.39,14903,34834,2.39,14574.8954,34362,2.39,14377,34210,2.39,14314
"합계",광진구,자양1동,25374,0.57,44516,24459,0.57,42911,24151,0.57,42370,23951,0.57,42019,24450,0.57,42895,24476,0.57,42940,24156,0.57,42379,23710,0.57,41596,23134,0.57,40585.96491,22709,0.57,39840,22745,0.57,39904
"합계",광진구,자양2동,28596,1.68,17021,28520,1.68,16976,27877,1.68,16593,27532,1.68,16388,27727,1.68,16504,27435,1.68,16330,26893,1.68,16008,26016,1.68,15486,24930,1.68,14839.28571,24253,1.68,14436,23949,1.68,14255
"합계",광진구,자양3동,31929,1.2,26608,31436,1.2,26197,31227,1.2,26023,30555,1.2,25463,30517,1.2,25431,30132,1.2,25110,29475,1.2,24563,28957,1.2,24131,28330,1.2,23608.33333,27858,1.2,23215,27543,1.2,22953
"합계",광진구,자양4동,28480,1.16,24552,28509,1.16,24577,28033,1.16,24166,27232,1.16,23476,25995,1.16,22409,24054,1.16,20736,23000,1.16,19828,21526,1.16,18557,21296,1.16,18358.62069,21260,1.16,18328,23405,1.16,20177
"합계",동대문구,소계,376445,14.21,26490,376319,14.21,26481,373824,14.21,26301,370312,14.22,26050,366011,14.22,25748,364338,14.22,25630,363023,14.22,25537,357014,14.22,25114,352006,14.2158061,24761.59266,353601,14.2160108,24873,359873,14.2159122,25315
"합계",동대문구,회기동,12770,0.76,16803,12627,0.76,16614,12524,0.76,16479,12587,0.76,16562,12521,0.76,16475,12868,0.76,16932,13114,0.76,17255,12663,0.76,16662,12727,0.76,16746.05263,13536,0.76,17811,13653,0.76,17964
"합계",동대문구,휘경1동,17352,0.63,27543,17139,0.63,27205,15501,0.63,24605,14964,0.63,23752,14589,0.63,23157,14653,0.63,23259,16508,0.63,26203,15362,0.63,24384,16105,0.63,25563.49206,16339,0.63,25935,16179,0.63,25681
